,year,stars,topic
10272,2024,50,lc-msms
10273,2025,50,lc-msms
10274,2013,0,lca
10275,2016,14,lca
10276,2017,14,lca
10277,2018,14,lca
10278,2019,14,lca
10279,2020,14,lca
10280,2021,14,lca
10281,2022,14,lca
10282,2023,14,lca
10283,2024,14,lca
10284,2025,465,lca
10285,2013,0,lcs
10286,2016,0,lcs
10287,2017,0,lcs
10288,2018,21,lcs
10289,2019,21,lcs
10290,2020,21,lcs
10291,2021,21,lcs
10292,2022,21,lcs
10293,2023,21,lcs
10294,2024,21,lcs
10295,2025,21,lcs
10296,2013,0,lcsk
10297,2016,0,lcsk
10298,2017,0,lcsk
10299,2018,21,lcsk
10300,2019,21,lcsk
10301,2020,21,lcsk
10302,2021,21,lcsk
10303,2022,21,lcsk
10304,2023,21,lcsk
10305,2024,21,lcsk
10306,2025,21,lcsk
10307,2013,0,lcskp
10308,2016,0,lcskp
10309,2017,0,lcskp
10310,2018,21,lcskp
10311,2019,21,lcskp
10312,2020,21,lcskp
10313,2021,21,lcskp
10314,2022,21,lcskp
10315,2023,21,lcskp
10316,2024,21,lcskp
10317,2025,21,lcskp
10318,2013,0,lcskpp
10319,2016,0,lcskpp
10320,2017,0,lcskpp
10321,2018,21,lcskpp
10322,2019,21,lcskpp
10323,2020,21,lcskpp
10324,2021,21,lcskpp
10325,2022,21,lcskpp
10326,2023,21,lcskpp
10327,2024,21,lcskpp
10328,2025,21,lcskpp
10329,2013,0,learned-index
10330,2016,0,learned-index
10331,2017,0,learned-index
10332,2018,0,learned-index
10333,2019,0,learned-index
10334,2020,0,learned-index
10335,2021,0,learned-index
10336,2022,0,learned-index
10337,2023,0,learned-index
10338,2024,131,learned-index
10339,2025,131,learned-index
10340,2013,0,lefse
10341,2016,0,lefse
10342,2017,0,lefse
10343,2018,0,lefse
10344,2019,0,lefse
10345,2020,0,lefse
10346,2021,38,lefse
10347,2022,38,lefse
10348,2023,38,lefse
10349,2024,38,lefse
10350,2025,38,lefse
10351,2013,0,less
10352,2016,0,less
10353,2017,16,less
10354,2018,16,less
10355,2019,16,less
10356,2020,16,less
10357,2021,16,less
10358,2022,16,less
10359,2023,288,less
10360,2024,288,less
10361,2025,288,less
10362,2013,0,levehnstein-distance
10363,2016,0,levehnstein-distance
10364,2017,0,levehnstein-distance
10365,2018,0,levehnstein-distance
10366,2019,0,levehnstein-distance
10367,2020,0,levehnstein-distance
10368,2021,0,levehnstein-distance
10369,2022,0,levehnstein-distance
10370,2023,0,levehnstein-distance
10371,2024,0,levehnstein-distance
10372,2025,573,levehnstein-distance
10373,2013,0,levenshtein-automata
10374,2016,0,levenshtein-automata
10375,2017,0,levenshtein-automata
10376,2018,0,levenshtein-automata
10377,2019,0,levenshtein-automata
10378,2020,0,levenshtein-automata
10379,2021,58,levenshtein-automata
10380,2022,58,levenshtein-automata
10381,2023,58,levenshtein-automata
10382,2024,58,levenshtein-automata
10383,2025,58,levenshtein-automata
10384,2013,0,levenshtein-distance
10385,2016,0,levenshtein-distance
10386,2017,0,levenshtein-distance
10387,2018,0,levenshtein-distance
10388,2019,0,levenshtein-distance
10389,2020,0,levenshtein-distance
10390,2021,58,levenshtein-distance
10391,2022,58,levenshtein-distance
10392,2023,58,levenshtein-distance
10393,2024,58,levenshtein-distance
10394,2025,58,levenshtein-distance
10395,2013,0,lexicon
10396,2016,0,lexicon
10397,2017,0,lexicon
10398,2018,33,lexicon
10399,2019,33,lexicon
10400,2020,33,lexicon
10401,2021,33,lexicon
10402,2022,33,lexicon
10403,2023,33,lexicon
10404,2024,33,lexicon
10405,2025,33,lexicon
10406,2013,0,lgt
10407,2016,0,lgt
10408,2017,0,lgt
10409,2018,0,lgt
10410,2019,0,lgt
10411,2020,0,lgt
10412,2021,0,lgt
10413,2022,0,lgt
10414,2023,64,lgt
10415,2024,64,lgt
10416,2025,64,lgt
10417,2013,0,library
10418,2016,0,library
10419,2017,0,library
10420,2018,0,library
10421,2019,0,library
10422,2020,0,library
10423,2021,0,library
10424,2022,30,library
10425,2023,30,library
10426,2024,30,library
10427,2025,603,library
10428,2013,0,life-sciences
10429,2016,0,life-sciences
10430,2017,0,life-sciences
10431,2018,0,life-sciences
10432,2019,0,life-sciences
10433,2020,29,life-sciences
10434,2021,29,life-sciences
10435,2022,29,life-sciences
10436,2023,29,life-sciences
10437,2024,98,life-sciences
10438,2025,98,life-sciences
10439,2013,0,lifescience
10440,2016,0,lifescience
10441,2017,0,lifescience
10442,2018,0,lifescience
10443,2019,14,lifescience
10444,2020,14,lifescience
10445,2021,14,lifescience
10446,2022,14,lifescience
10447,2023,14,lifescience
10448,2024,83,lifescience
10449,2025,83,lifescience
10450,2013,0,lifesciences
10451,2016,0,lifesciences
10452,2017,0,lifesciences
10453,2018,0,lifesciences
10454,2019,0,lifesciences
10455,2020,0,lifesciences
10456,2021,0,lifesciences
10457,2022,0,lifesciences
10458,2023,0,lifesciences
10459,2024,69,lifesciences
10460,2025,69,lifesciences
10461,2013,0,liftover
10462,2016,0,liftover
10463,2017,0,liftover
10464,2018,0,liftover
10465,2019,0,liftover
10466,2020,0,liftover
10467,2021,69,liftover
10468,2022,69,liftover
10469,2023,167,liftover
10470,2024,167,liftover
10471,2025,167,liftover
10472,2013,0,ligand-binding-site
10473,2016,0,ligand-binding-site
10474,2017,0,ligand-binding-site
10475,2018,0,ligand-binding-site
10476,2019,0,ligand-binding-site
10477,2020,0,ligand-binding-site
10478,2021,0,ligand-binding-site
10479,2022,21,ligand-binding-site
10480,2023,21,ligand-binding-site
10481,2024,21,ligand-binding-site
10482,2025,21,ligand-binding-site
10483,2013,0,ligand-complex
10484,2016,0,ligand-complex
10485,2017,0,ligand-complex
10486,2018,0,ligand-complex
10487,2019,0,ligand-complex
10488,2020,0,ligand-complex
10489,2021,0,ligand-complex
10490,2022,30,ligand-complex
10491,2023,30,ligand-complex
10492,2024,30,ligand-complex
10493,2025,30,ligand-complex
10494,2013,0,ligand-receptor-interaction
10495,2016,0,ligand-receptor-interaction
10496,2017,0,ligand-receptor-interaction
10497,2018,0,ligand-receptor-interaction
10498,2019,0,ligand-receptor-interaction
10499,2020,0,ligand-receptor-interaction
10500,2021,0,ligand-receptor-interaction
10501,2022,30,ligand-receptor-interaction
10502,2023,30,ligand-receptor-interaction
10503,2024,30,ligand-receptor-interaction
10504,2025,30,ligand-receptor-interaction
10505,2013,0,ligand-screening
10506,2016,0,ligand-screening
10507,2017,0,ligand-screening
10508,2018,24,ligand-screening
10509,2019,24,ligand-screening
10510,2020,24,ligand-screening
10511,2021,24,ligand-screening
10512,2022,24,ligand-screening
10513,2023,24,ligand-screening
10514,2024,24,ligand-screening
10515,2025,24,ligand-screening
10516,2013,0,ligand-target
10517,2016,0,ligand-target
10518,2017,0,ligand-target
10519,2018,0,ligand-target
10520,2019,0,ligand-target
10521,2020,0,ligand-target
10522,2021,0,ligand-target
10523,2022,30,ligand-target
10524,2023,30,ligand-target
10525,2024,30,ligand-target
10526,2025,30,ligand-target
10527,2013,0,lims
10528,2016,0,lims
10529,2017,0,lims
10530,2018,0,lims
10531,2019,0,lims
10532,2020,0,lims
10533,2021,0,lims
10534,2022,20,lims
10535,2023,20,lims
10536,2024,20,lims
10537,2025,20,lims
10538,2013,0,linclust
10539,2016,0,linclust
10540,2017,0,linclust
10541,2018,0,linclust
10542,2019,0,linclust
10543,2020,0,linclust
10544,2021,0,linclust
10545,2022,0,linclust
10546,2023,0,linclust
10547,2024,0,linclust
10548,2025,1920,linclust
10549,2013,0,lineage
10550,2016,0,lineage
10551,2017,0,lineage
10552,2018,0,lineage
10553,2019,0,lineage
10554,2020,0,lineage
10555,2021,0,lineage
10556,2022,0,lineage
10557,2023,0,lineage
10558,2024,0,lineage
10559,2025,451,lineage
10560,2013,0,linear-regression
10561,2016,0,linear-regression
10562,2017,0,linear-regression
10563,2018,18,linear-regression
10564,2019,18,linear-regression
10565,2020,18,linear-regression
10566,2021,18,linear-regression
10567,2022,18,linear-regression
10568,2023,18,linear-regression
10569,2024,18,linear-regression
10570,2025,18,linear-regression
10571,2013,0,link-prediction
10572,2016,0,link-prediction
10573,2017,0,link-prediction
10574,2018,0,link-prediction
10575,2019,0,link-prediction
10576,2020,34,link-prediction
10577,2021,34,link-prediction
10578,2022,34,link-prediction
10579,2023,34,link-prediction
10580,2024,34,link-prediction
10581,2025,34,link-prediction
10582,2013,0,linkage-disequilibrium
10583,2016,0,linkage-disequilibrium
10584,2017,0,linkage-disequilibrium
10585,2018,30,linkage-disequilibrium
10586,2019,74,linkage-disequilibrium
10587,2020,74,linkage-disequilibrium
10588,2021,74,linkage-disequilibrium
10589,2022,74,linkage-disequilibrium
10590,2023,116,linkage-disequilibrium
10591,2024,116,linkage-disequilibrium
10592,2025,116,linkage-disequilibrium
10593,2013,0,linked-data
10594,2016,0,linked-data
10595,2017,0,linked-data
10596,2018,0,linked-data
10597,2019,0,linked-data
10598,2020,0,linked-data
10599,2021,0,linked-data
10600,2022,45,linked-data
10601,2023,45,linked-data
10602,2024,45,linked-data
10603,2025,45,linked-data
10604,2013,0,linked-reads
10605,2016,0,linked-reads
10606,2017,0,linked-reads
10607,2018,0,linked-reads
10608,2019,0,linked-reads
10609,2020,0,linked-reads
10610,2021,0,linked-reads
10611,2022,0,linked-reads
10612,2023,63,linked-reads
10613,2024,63,linked-reads
10614,2025,63,linked-reads
10615,2013,0,linux
10616,2016,0,linux
10617,2017,0,linux
10618,2018,0,linux
10619,2019,30,linux
10620,2020,30,linux
10621,2021,30,linux
10622,2022,72,linux
10623,2023,72,linux
10624,2024,72,linux
10625,2025,72,linux
10626,2013,0,linux-shell
10627,2016,0,linux-shell
10628,2017,0,linux-shell
10629,2018,0,linux-shell
10630,2019,0,linux-shell
10631,2020,0,linux-shell
10632,2021,0,linux-shell
10633,2022,22,linux-shell
10634,2023,22,linux-shell
10635,2024,22,linux-shell
10636,2025,22,linux-shell
10637,2013,0,liquid
10638,2016,0,liquid
10639,2017,11,liquid
10640,2018,11,liquid
10641,2019,11,liquid
10642,2020,11,liquid
10643,2021,11,liquid
10644,2022,11,liquid
10645,2023,11,liquid
10646,2024,11,liquid
10647,2025,11,liquid
10648,2013,0,liquid-biopsy
10649,2016,0,liquid-biopsy
10650,2017,37,liquid-biopsy
10651,2018,37,liquid-biopsy
10652,2019,37,liquid-biopsy
10653,2020,37,liquid-biopsy
10654,2021,37,liquid-biopsy
10655,2022,37,liquid-biopsy
10656,2023,37,liquid-biopsy
10657,2024,37,liquid-biopsy
10658,2025,37,liquid-biopsy
10659,2013,0,lisp
10660,2016,0,lisp
10661,2017,0,lisp
10662,2018,0,lisp
10663,2019,54,lisp
10664,2020,54,lisp
10665,2021,54,lisp
10666,2022,54,lisp
10667,2023,54,lisp
10668,2024,54,lisp
10669,2025,54,lisp
10670,2013,0,literature-mining
10671,2016,0,literature-mining
10672,2017,0,literature-mining
10673,2018,0,literature-mining
10674,2019,0,literature-mining
10675,2020,0,literature-mining
10676,2021,0,literature-mining
10677,2022,0,literature-mining
10678,2023,38,literature-mining
10679,2024,38,literature-mining
10680,2025,38,literature-mining
10681,2013,0,llama
10682,2016,0,llama
10683,2017,0,llama
10684,2018,0,llama
10685,2019,0,llama
10686,2020,0,llama
10687,2021,0,llama
10688,2022,0,llama
10689,2023,0,llama
10690,2024,923,llama
10691,2025,923,llama
10692,2013,0,llama2
10693,2016,0,llama2
10694,2017,0,llama2
10695,2018,0,llama2
10696,2019,0,llama2
10697,2020,0,llama2
10698,2021,0,llama2
10699,2022,0,llama2
10700,2023,0,llama2
10701,2024,923,llama2
10702,2025,923,llama2
10703,2013,0,llm
10704,2016,0,llm
10705,2017,0,llm
10706,2018,0,llm
10707,2019,0,llm
10708,2020,0,llm
10709,2021,0,llm
10710,2022,0,llm
10711,2023,0,llm
10712,2024,923,llm
10713,2025,1492,llm
10714,2013,0,llsm
10715,2016,0,llsm
10716,2017,0,llsm
10717,2018,0,llsm
10718,2019,0,llsm
10719,2020,21,llsm
10720,2021,21,llsm
10721,2022,21,llsm
10722,2023,21,llsm
10723,2024,21,llsm
10724,2025,21,llsm
10725,2013,0,lncrna
10726,2016,0,lncrna
10727,2017,0,lncrna
10728,2018,0,lncrna
10729,2019,35,lncrna
10730,2020,35,lncrna
10731,2021,63,lncrna
10732,2022,63,lncrna
10733,2023,63,lncrna
10734,2024,63,lncrna
10735,2025,63,lncrna
10736,2013,0,locality-preserving
10737,2016,0,locality-preserving
10738,2017,0,locality-preserving
10739,2018,0,locality-preserving
10740,2019,0,locality-preserving
10741,2020,0,locality-preserving
10742,2021,0,locality-preserving
10743,2022,0,locality-preserving
10744,2023,43,locality-preserving
10745,2024,43,locality-preserving
10746,2025,43,locality-preserving
10747,2013,0,logic-circuit
10748,2016,0,logic-circuit
10749,2017,0,logic-circuit
10750,2018,0,logic-circuit
10751,2019,0,logic-circuit
10752,2020,0,logic-circuit
10753,2021,27,logic-circuit
10754,2022,27,logic-circuit
10755,2023,27,logic-circuit
10756,2024,27,logic-circuit
10757,2025,27,logic-circuit
10758,2013,0,lollipop-plot
10759,2016,0,lollipop-plot
10760,2017,0,lollipop-plot
10761,2018,0,lollipop-plot
10762,2019,20,lollipop-plot
10763,2020,20,lollipop-plot
10764,2021,20,lollipop-plot
10765,2022,20,lollipop-plot
10766,2023,20,lollipop-plot
10767,2024,20,lollipop-plot
10768,2025,20,lollipop-plot
10769,2013,0,long-non-coding
10770,2016,0,long-non-coding
10771,2017,0,long-non-coding
10772,2018,0,long-non-coding
10773,2019,0,long-non-coding
10774,2020,0,long-non-coding
10775,2021,28,long-non-coding
10776,2022,28,long-non-coding
10777,2023,28,long-non-coding
10778,2024,28,long-non-coding
10779,2025,28,long-non-coding
10780,2013,0,long-read-sequencing
10781,2016,0,long-read-sequencing
10782,2017,0,long-read-sequencing
10783,2018,0,long-read-sequencing
10784,2019,25,long-read-sequencing
10785,2020,25,long-read-sequencing
10786,2021,25,long-read-sequencing
10787,2022,25,long-read-sequencing
10788,2023,25,long-read-sequencing
10789,2024,25,long-read-sequencing
10790,2025,25,long-read-sequencing
10791,2013,0,long-reads
10792,2016,0,long-reads
10793,2017,0,long-reads
10794,2018,0,long-reads
10795,2019,0,long-reads
10796,2020,111,long-reads
10797,2021,156,long-reads
10798,2022,178,long-reads
10799,2023,178,long-reads
10800,2024,259,long-reads
10801,2025,259,long-reads
10802,2013,0,longranger
10803,2016,0,longranger
10804,2017,0,longranger
10805,2018,0,longranger
10806,2019,0,longranger
10807,2020,0,longranger
10808,2021,0,longranger
10809,2022,0,longranger
10810,2023,46,longranger
10811,2024,46,longranger
10812,2025,46,longranger
10813,2013,0,lookup
10814,2016,0,lookup
10815,2017,0,lookup
10816,2018,0,lookup
10817,2019,0,lookup
10818,2020,0,lookup
10819,2021,0,lookup
10820,2022,57,lookup
10821,2023,57,lookup
10822,2024,57,lookup
10823,2025,57,lookup
10824,2013,0,looper
10825,2016,0,looper
10826,2017,0,looper
10827,2018,0,looper
10828,2019,0,looper
10829,2020,0,looper
10830,2021,0,looper
10831,2022,22,looper
10832,2023,22,looper
10833,2024,22,looper
10834,2025,22,looper
10835,2013,0,loops-calling
10836,2016,0,loops-calling
10837,2017,0,loops-calling
10838,2018,0,loops-calling
10839,2019,0,loops-calling
10840,2020,0,loops-calling
10841,2021,0,loops-calling
10842,2022,114,loops-calling
10843,2023,114,loops-calling
10844,2024,114,loops-calling
10845,2025,114,loops-calling
10846,2013,0,low-cost
10847,2016,0,low-cost
10848,2017,0,low-cost
10849,2018,0,low-cost
10850,2019,0,low-cost
10851,2020,108,low-cost
10852,2021,108,low-cost
10853,2022,108,low-cost
10854,2023,108,low-cost
10855,2024,108,low-cost
10856,2025,108,low-cost
10857,2013,0,lsf-jobs
10858,2016,0,lsf-jobs
10859,2017,94,lsf-jobs
10860,2018,94,lsf-jobs
10861,2019,94,lsf-jobs
10862,2020,94,lsf-jobs
10863,2021,94,lsf-jobs
10864,2022,94,lsf-jobs
10865,2023,94,lsf-jobs
10866,2024,94,lsf-jobs
10867,2025,94,lsf-jobs
10868,2013,0,lstm
10869,2016,0,lstm
10870,2017,0,lstm
10871,2018,18,lstm
10872,2019,42,lstm
10873,2020,67,lstm
10874,2021,97,lstm
10875,2022,127,lstm
10876,2023,127,lstm
10877,2024,127,lstm
10878,2025,127,lstm
10879,2013,0,lstm-neural-networks
10880,2016,0,lstm-neural-networks
10881,2017,0,lstm-neural-networks
10882,2018,0,lstm-neural-networks
10883,2019,96,lstm-neural-networks
10884,2020,96,lstm-neural-networks
10885,2021,237,lstm-neural-networks
10886,2022,237,lstm-neural-networks
10887,2023,237,lstm-neural-networks
10888,2024,237,lstm-neural-networks
10889,2025,237,lstm-neural-networks
10890,2013,0,lua
10891,2016,0,lua
10892,2017,0,lua
10893,2018,0,lua
10894,2019,0,lua
10895,2020,0,lua
10896,2021,21,lua
10897,2022,21,lua
10898,2023,21,lua
10899,2024,21,lua
10900,2025,21,lua
10901,2013,0,m6a
10902,2016,0,m6a
10903,2017,0,m6a
10904,2018,0,m6a
10905,2019,10,m6a
10906,2020,10,m6a
10907,2021,10,m6a
10908,2022,10,m6a
10909,2023,10,m6a
10910,2024,10,m6a
10911,2025,10,m6a
10912,2013,0,machine-learning
10913,2016,15,machine-learning
10914,2017,44,machine-learning
10915,2018,273,machine-learning
10916,2019,414,machine-learning
10917,2020,990,machine-learning
10918,2021,1789,machine-learning
10919,2022,2304,machine-learning
10920,2023,2709,machine-learning
10921,2024,3398,machine-learning
10922,2025,11559,machine-learning
10923,2013,0,machine-learning-algorithms
10924,2016,0,machine-learning-algorithms
10925,2017,0,machine-learning-algorithms
10926,2018,0,machine-learning-algorithms
10927,2019,0,machine-learning-algorithms
10928,2020,246,machine-learning-algorithms
10929,2021,246,machine-learning-algorithms
10930,2022,246,machine-learning-algorithms
10931,2023,246,machine-learning-algorithms
10932,2024,246,machine-learning-algorithms
10933,2025,246,machine-learning-algorithms
10934,2013,0,machinelearning
10935,2016,0,machinelearning
10936,2017,23,machinelearning
10937,2018,23,machinelearning
10938,2019,23,machinelearning
10939,2020,269,machinelearning
10940,2021,269,machinelearning
10941,2022,269,machinelearning
10942,2023,269,machinelearning
10943,2024,269,machinelearning
10944,2025,269,machinelearning
10945,2013,0,maf-files
10946,2016,0,maf-files
10947,2017,0,maf-files
10948,2018,0,maf-files
10949,2019,0,maf-files
10950,2020,0,maf-files
10951,2021,0,maf-files
10952,2022,0,maf-files
10953,2023,0,maf-files
10954,2024,0,maf-files
10955,2025,481,maf-files
10956,2013,0,mafft
10957,2016,0,mafft
10958,2017,12,mafft
10959,2018,12,mafft
10960,2019,12,mafft
10961,2020,12,mafft
10962,2021,12,mafft
10963,2022,12,mafft
10964,2023,12,mafft
10965,2024,12,mafft
10966,2025,12,mafft
10967,2013,0,mag
10968,2016,0,mag
10969,2017,0,mag
10970,2018,0,mag
10971,2019,0,mag
10972,2020,0,mag
10973,2021,0,mag
10974,2022,0,mag
10975,2023,0,mag
10976,2024,0,mag
10977,2025,578,mag
10978,2013,0,mags
10979,2016,0,mags
10980,2017,0,mags
10981,2018,0,mags
10982,2019,0,mags
10983,2020,0,mags
10984,2021,0,mags
10985,2022,0,mags
10986,2023,0,mags
10987,2024,253,mags
10988,2025,253,mags
10989,2013,0,makefiles
10990,2016,0,makefiles
10991,2017,0,makefiles
10992,2018,0,makefiles
10993,2019,0,makefiles
10994,2020,0,makefiles
10995,2021,0,makefiles
10996,2022,0,makefiles
10997,2023,110,makefiles
10998,2024,110,makefiles
10999,2025,110,makefiles
11000,2013,0,mancarci-2017
11001,2016,0,mancarci-2017
11002,2017,0,mancarci-2017
11003,2018,0,mancarci-2017
11004,2019,0,mancarci-2017
11005,2020,0,mancarci-2017
11006,2021,0,mancarci-2017
11007,2022,0,mancarci-2017
11008,2023,47,mancarci-2017
11009,2024,47,mancarci-2017
11010,2025,47,mancarci-2017
11011,2013,0,manifold-learning
11012,2016,0,manifold-learning
11013,2017,0,manifold-learning
11014,2018,0,manifold-learning
11015,2019,0,manifold-learning
11016,2020,0,manifold-learning
11017,2021,0,manifold-learning
11018,2022,0,manifold-learning
11019,2023,0,manifold-learning
11020,2024,0,manifold-learning
11021,2025,411,manifold-learning
11022,2013,0,manipulation
11023,2016,0,manipulation
11024,2017,0,manipulation
11025,2018,0,manipulation
11026,2019,0,manipulation
11027,2020,0,manipulation
11028,2021,0,manipulation
11029,2022,0,manipulation
11030,2023,0,manipulation
11031,2024,0,manipulation
11032,2025,1489,manipulation
11033,2013,0,manubot
11034,2016,0,manubot
11035,2017,0,manubot
11036,2018,0,manubot
11037,2019,0,manubot
11038,2020,0,manubot
11039,2021,227,manubot
11040,2022,227,manubot
11041,2023,227,manubot
11042,2024,227,manubot
11043,2025,227,manubot
11044,2013,0,manuscript
11045,2016,0,manuscript
11046,2017,0,manuscript
11047,2018,0,manuscript
11048,2019,0,manuscript
11049,2020,17,manuscript
11050,2021,244,manuscript
11051,2022,244,manuscript
11052,2023,244,manuscript
11053,2024,244,manuscript
11054,2025,244,manuscript
11055,2013,0,mapping
11056,2016,0,mapping
11057,2017,21,mapping
11058,2018,21,mapping
11059,2019,21,mapping
11060,2020,76,mapping
11061,2021,76,mapping
11062,2022,76,mapping
11063,2023,76,mapping
11064,2024,76,mapping
11065,2025,76,mapping
11066,2013,0,markov-chains
11067,2016,0,markov-chains
11068,2017,0,markov-chains
11069,2018,0,markov-chains
11070,2019,0,markov-chains
11071,2020,0,markov-chains
11072,2021,0,markov-chains
11073,2022,0,markov-chains
11074,2023,0,markov-chains
11075,2024,0,markov-chains
11076,2025,411,markov-chains
11077,2013,0,mash
11078,2016,0,mash
11079,2017,0,mash
11080,2018,0,mash
11081,2019,0,mash
11082,2020,0,mash
11083,2021,0,mash
11084,2022,0,mash
11085,2023,43,mash
11086,2024,759,mash
11087,2025,759,mash
11088,2013,0,mass-cytometry
11089,2016,0,mass-cytometry
11090,2017,45,mass-cytometry
11091,2018,45,mass-cytometry
11092,2019,45,mass-cytometry
11093,2020,45,mass-cytometry
11094,2021,45,mass-cytometry
11095,2022,45,mass-cytometry
11096,2023,45,mass-cytometry
11097,2024,45,mass-cytometry
11098,2025,45,mass-cytometry
11099,2013,0,mass-spectrometry
11100,2016,0,mass-spectrometry
11101,2017,0,mass-spectrometry
11102,2018,18,mass-spectrometry
11103,2019,18,mass-spectrometry
11104,2020,18,mass-spectrometry
11105,2021,87,mass-spectrometry
11106,2022,87,mass-spectrometry
11107,2023,137,mass-spectrometry
11108,2024,320,mass-spectrometry
11109,2025,320,mass-spectrometry
11110,2013,0,material-design
11111,2016,0,material-design
11112,2017,0,material-design
11113,2018,0,material-design
11114,2019,0,material-design
11115,2020,0,material-design
11116,2021,0,material-design
11117,2022,0,material-design
11118,2023,472,material-design
11119,2024,472,material-design
11120,2025,472,material-design
11121,2013,0,material-ui
11122,2016,0,material-ui
11123,2017,0,material-ui
11124,2018,0,material-ui
11125,2019,0,material-ui
11126,2020,0,material-ui
11127,2021,0,material-ui
11128,2022,0,material-ui
11129,2023,472,material-ui
11130,2024,472,material-ui
11131,2025,472,material-ui
11132,2013,0,materials-science
11133,2016,0,materials-science
11134,2017,0,materials-science
11135,2018,0,materials-science
11136,2019,0,materials-science
11137,2020,0,materials-science
11138,2021,0,materials-science
11139,2022,0,materials-science
11140,2023,0,materials-science
11141,2024,0,materials-science
11142,2025,2117,materials-science
11143,2013,0,mathematical-functions
11144,2016,0,mathematical-functions
11145,2017,0,mathematical-functions
11146,2018,0,mathematical-functions
11147,2019,0,mathematical-functions
11148,2020,0,mathematical-functions
11149,2021,0,mathematical-functions
11150,2022,0,mathematical-functions
11151,2023,0,mathematical-functions
11152,2024,95,mathematical-functions
11153,2025,95,mathematical-functions
11154,2013,0,mathematics
11155,2016,0,mathematics
11156,2017,0,mathematics
11157,2018,0,mathematics
11158,2019,0,mathematics
11159,2020,0,mathematics
11160,2021,27,mathematics
11161,2022,27,mathematics
11162,2023,27,mathematics
11163,2024,27,mathematics
11164,2025,27,mathematics
11165,2013,0,matlab
11166,2016,0,matlab
11167,2017,0,matlab
11168,2018,0,matlab
11169,2019,24,matlab
11170,2020,24,matlab
11171,2021,24,matlab
11172,2022,24,matlab
11173,2023,24,matlab
11174,2024,24,matlab
11175,2025,24,matlab
11176,2013,0,matplotlib
11177,2016,0,matplotlib
11178,2017,23,matplotlib
11179,2018,23,matplotlib
11180,2019,34,matplotlib
11181,2020,34,matplotlib
11182,2021,34,matplotlib
11183,2022,34,matplotlib
11184,2023,137,matplotlib
11185,2024,306,matplotlib
11186,2025,1321,matplotlib
11187,2013,0,maximum-likelihood
11188,2016,0,maximum-likelihood
11189,2017,0,maximum-likelihood
11190,2018,0,maximum-likelihood
11191,2019,0,maximum-likelihood
11192,2020,0,maximum-likelihood
11193,2021,0,maximum-likelihood
11194,2022,0,maximum-likelihood
11195,2023,0,maximum-likelihood
11196,2024,89,maximum-likelihood
11197,2025,537,maximum-likelihood
11198,2013,0,mechanical
11199,2016,0,mechanical
11200,2017,41,mechanical
11201,2018,41,mechanical
11202,2019,41,mechanical
11203,2020,41,mechanical
11204,2021,41,mechanical
11205,2022,41,mechanical
11206,2023,41,mechanical
11207,2024,41,mechanical
11208,2025,41,mechanical
11209,2013,0,medical
11210,2016,0,medical
11211,2017,0,medical
11212,2018,0,medical
11213,2019,0,medical
11214,2020,0,medical
11215,2021,28,medical
11216,2022,67,medical
11217,2023,67,medical
11218,2024,67,medical
11219,2025,67,medical
11220,2013,0,medical-dialogue
11221,2016,0,medical-dialogue
11222,2017,0,medical-dialogue
11223,2018,0,medical-dialogue
11224,2019,0,medical-dialogue
11225,2020,0,medical-dialogue
11226,2021,0,medical-dialogue
11227,2022,106,medical-dialogue
11228,2023,106,medical-dialogue
11229,2024,106,medical-dialogue
11230,2025,106,medical-dialogue
11231,2013,0,medical-imaging
11232,2016,0,medical-imaging
11233,2017,0,medical-imaging
11234,2018,0,medical-imaging
11235,2019,0,medical-imaging
11236,2020,0,medical-imaging
11237,2021,55,medical-imaging
11238,2022,55,medical-imaging
11239,2023,55,medical-imaging
11240,2024,55,medical-imaging
11241,2025,55,medical-imaging
11242,2013,0,medicine
11243,2016,0,medicine
11244,2017,0,medicine
11245,2018,0,medicine
11246,2019,0,medicine
11247,2020,0,medicine
11248,2021,28,medicine
11249,2022,28,medicine
11250,2023,28,medicine
11251,2024,28,medicine
11252,2025,1210,medicine
11253,2013,0,merging
11254,2016,0,merging
11255,2017,0,merging
11256,2018,0,merging
11257,2019,0,merging
11258,2020,0,merging
11259,2021,0,merging
11260,2022,0,merging
11261,2023,0,merging
11262,2024,0,merging
11263,2025,2253,merging
11264,2013,0,meta-genomics
11265,2016,0,meta-genomics
11266,2017,0,meta-genomics
11267,2018,0,meta-genomics
11268,2019,0,meta-genomics
11269,2020,0,meta-genomics
11270,2021,0,meta-genomics
11271,2022,0,meta-genomics
11272,2023,118,meta-genomics
11273,2024,118,meta-genomics
11274,2025,118,meta-genomics
11275,2013,0,metabarcoding
11276,2016,0,metabarcoding
11277,2017,0,metabarcoding
11278,2018,0,metabarcoding
11279,2019,0,metabarcoding
11280,2020,0,metabarcoding
11281,2021,0,metabarcoding
11282,2022,38,metabarcoding
11283,2023,38,metabarcoding
11284,2024,38,metabarcoding
11285,2025,1299,metabarcoding
11286,2013,0,metabolic-modeling
11287,2016,0,metabolic-modeling
11288,2017,0,metabolic-modeling
11289,2018,0,metabolic-modeling
11290,2019,0,metabolic-modeling
11291,2020,0,metabolic-modeling
11292,2021,0,metabolic-modeling
11293,2022,0,metabolic-modeling
11294,2023,0,metabolic-modeling
11295,2024,253,metabolic-modeling
