,name,stars,topics,language,selected_year
314,sanger-pathogens/assembly_improvement,57,"['bioinformatics', 'bioinformatics-pipeline', 'genomics', 'global-health', 'infectious-diseases', 'next-generation-sequencing', 'pathogen', 'research', 'sequencing']",Perl,2021
215,isovic/raptor,55,"['alignment', 'assembly-graphs', 'bioinformatics', 'genomics', 'graph-mapping', 'mapping']",Perl,2020
216,lh3/CHM-eval,55,"['bioinformatics', 'genomics', 'variant-calling']",TeX,2020
315,grailbio/go-dicom,55,"['bioinformatics', 'dicom', 'golang', 'medical-imaging']",Go,2021
124,Bohdan-Khomtchouk/Biochat,54,"['bioinformatics', 'common-lisp', 'computational-biology', 'gene-expression-omnibus', 'integrative-analysis', 'lisp', 'metadata', 'metadata-extraction', 'natural-language-processing', 'nlp']",Common Lisp,2019
316,stevekm/Bioinformatics,54,"['bioinformatics', 'biology', 'genomics', 'python', 'r']",Shell,2021
317,horsepurve/DeepRTplus,53,"['analytical-chemistry', 'bioinformatics', 'capsule-network', 'deep-learning', 'peptides', 'proteomics']",Python,2021
518,robertaboukhalil/ginkgo,53,"['bioinformatics', 'sequencing', 'single-cell-genomics']",PHP,2023
318,hall-lab/sv-pipeline,52,"['bioinformatics', 'genomics', 'structural-variation']",wdl,2021
319,onclave/NSGA-II,51,"['algorithm', 'bioinformatics', 'bioinformatics-tool', 'java', 'moea', 'multiobjective', 'multiobjective-optimization', 'nsga-ii', 'package', 'paper']",Java,2021
521,rdpstaff/RDPTools,51,"['16s', 'bayesian-classifiers', 'bioinformatics', 'microbiology', 'microbiome', 'sequence-alignment']",Makefile,2023
125,lh3/etrf,51,['bioinformatics'],C,2019
520,AutoFlowResearch/SmartPeak,51,"['analyses', 'bioinformatics', 'biotech', 'biotechnology', 'gc-ms', 'lc-ms', 'lc-msms', 'mass-spectrometry', 'ms-data']",C++,2023
519,glarue/jgi-query,51,"['bioinformatics', 'cli', 'genomes', 'genomics', 'python']",Python,2023
522,poke1024/pyalign,50,"['alignment', 'bioinformatics', 'digital-humanities', 'gotoh-algorithm', 'needleman-wunsch-algorithm', 'smith-waterman-algorithm']",C++,2023
217,brentp/hts-nim-tools,50,"['bam', 'bioinformatics', 'genomics', 'nim', 'nim-lang', 'vcf', 'vcf-filtering']",Nim,2020
523,BIMSBbioinfo/maui,50,"['autoencoder', 'bioinformatics', 'cancer-genomics', 'deep-learning', 'latent-factor-model', 'multi-omics']",Jupyter Notebook,2023
407,andrewrech/antigen.garnish,49,"['bioinformatics', 'immunoinformatics', 'immunology', 'machine-learning', 'peptides']",R,2022
218,audy/bioinformatics-hacks,49,"['bioinformatics', 'hacks']",Python,2020
525,nekokoe/Plasmer,49,"['bioinformatics', 'plasmid']",Perl,2023
320,biod/BioD,49,"['bam', 'bioinformatics', 'd', 'sam']",D,2021
524,ben-laufer/DMRichR,49,"['bioinformatics', 'biostatistics', 'cpg', 'dmrs', 'dna-methylation', 'em-seq', 'rrbs', 'tidyverse', 'wgbs', 'whole-genome-bisulfite-sequencing', 'workflow']",R,2023
14,brentp/hts-python,49,"['bam', 'bioinformatics', 'fasta', 'genomics', 'htslib', 'python', 'sam']",Python,2017
126,aleimba/bac-genomics-scripts,48,"['annotation', 'bioinformatics', 'bioperl', 'blast', 'computational-biology', 'genomics', 'microbial-genomics', 'microbiology', 'mlst', 'ngs', 'opensource', 'perl', 'science', 'scripts-collection', 'sequencing', 'unix']",Perl,2019
526,MRCIEU/gwas2vcf,48,"['bioinformatics', 'converter', 'gwas', 'summary-statistics', 'vcf']",Python,2023
408,OpenGene/UniqueKMER,48,"['bioinformatics', 'fasta', 'kmer', 'ngs', 'sequencing', 'unique', 'virus']",C,2022
527,lh3/jstreeview,48,"['bioinformatics', 'phylogenetics']",JavaScript,2023
62,cjfields/bioperl6,48,"['bio', 'bioinformatics', 'bioperl', 'perl6', 'raku', 'rakudo']",Perl 6,2018
219,edawson/rkmh,48,"['bioinformatics', 'kmer', 'minhash', 'mutations', 'nanopore', 'openmp']",C++,2020
528,telmomenezes/synthetic,48,"['artificial-intelligence', 'bioinformatics', 'biology', 'complex-networks', 'complex-systems', 'complexity-analysis', 'computational-social-science', 'computational-sociology', 'evolutionary-algorithms', 'evolutionary-computation', 'genetic-programming', 'graph-algorithms', 'graphs', 'machine-learning', 'networks', 'neuroscience', 'python', 'science-research', 'sociology']",Python,2023
409,appliedbinf/covid19-event-risk-planner,47,"['bioinformatics', 'covid-19', 'covid19', 'daily-data', 'modeling', 'rstats', 'shiny', 'shiny-apps', 'shiny-r']",R,2022
531,cmungall/sparqlprog,47,"['bioinformatics', 'datalog', 'ontology', 'prolog', 'rdf', 'semantic-web', 'sparql', 'swi-prolog']",Prolog,2023
529,oganm/homologene,47,"['bioinformatics', 'homologene', 'mancarci-2017', 'ncbi-taxonomy', 'ogan-bio', 'species', 'wrapper']",R,2023
530,EvolBioInf/andi,47,"['alignment-free', 'bioinformatics']",C,2023
532,biocore/redbiom,47,"['bioinformatics', 'biom', 'microbiome', 'qiime']",Python,2023
535,SegataLab/panphlan,46,"['bioinformatics', 'gene-composition', 'metagenomics', 'microbiome', 'pangenome']",Python,2023
321,yangwu91/r2g,46,"['bioinformatics', 'bioinformatics-pipeline', 'gene-sequence-retrieval', 'homology', 'ncbi-sra', 'orthology', 'phylogenetics']",Python,2021
127,karel-brinda/ococo,46,"['bioinformatics', 'consensus', 'ngs', 'online-algorithms', 'variant-calling']",C++,2019
220,ppsp-team/StratiPy,46,"['bioinformatics', 'genomics', 'graph', 'nmf', 'ppi', 'python', 'stratification']",Jupyter Notebook,2020
533,ITBE-Lab/MA,46,"['alignment', 'bioinformatics', 'fm-index', 'read-aligners', 'seeds', 'sequence-alignment', 'structural-variation']",C++,2023
534,aquaskyline/LRSIM,46,"['bioinformatics', 'computational-biology', 'human-genomes', 'longranger', 'read-simulation', 'supernova']",C,2023
323,LyonsLab/coge,46,"['bioinformatics', 'coge', 'comparative-genomics', 'genomics', 'genomics-visualization', 'perl', 'python', 'rna-seq', 'synteny']",Perl,2021
536,MartinThoma/propy3,46,"['bioinformatics', 'dipeptide-composition-descriptors', 'geary-autocorrelation-descriptors', 'protein-descriptor', 'protein-sequence', 'python', 'python3']",Python,2023
322,gerberlab/mitre,46,"['bayesian-inference', 'bioinformatics', 'computational-biology', 'microbiome', 'statistical-analysis']",Python,2021
221,jordanlab/stringMLST,45,"['applied-bioinformatics-lab', 'bacterial-database', 'bacterial-genomes', 'bioinformatics', 'fastq-files', 'kmer', 'mlst', 'python']",Python,2020
537,CMU-SAFARI/BLEND,45,"['bioinformatics', 'blend', 'de-novo-assembly', 'fuzzy-seeds', 'genome-analysis', 'genome-assembly', 'minimizers', 'read-mapping', 'read-overlapping', 'seed-matching', 'spaced-seeds', 'strobemers']",C,2023
410,XiaoTaoWang/TADLib,45,"['bioinformatics', 'chromatin', 'contact-matrix', 'cooler', 'genomics', 'hi-c', 'python', 'tad', 'tads']",Python,2022
411,SmartDataAnalytics/BioKEEN,45,"['bioinformatics', 'knowledge-graph-embeddings', 'linked-data', 'machine-learning']",Jupyter Notebook,2022
15,lmweber/cytometry-clustering-comparison,45,"['bioinformatics', 'clustering', 'comparison', 'cytof', 'flow-cytometry', 'mass-cytometry', 'single-cell']",R,2017
128,montilab/pipeliner,44,"['bioinformatics', 'computational-biology', 'nextflow', 'rna-seq', 'workflow']",Nextflow,2019
324,PaulKlinger/mrna_vaccine_badge,44,"['bioinformatics', 'covid-19', 'electronics', 'electronics-projects']",C,2021
129,mklarqvist/tomahawk,44,"['bioinformatics', 'genetics', 'genomics', 'linkage-disequilibrium', 'population-genetics', 'vectorization']",C++,2019
538,BioJulia/GeneticVariation.jl,44,"['bioinformatics', 'biology', 'julia', 'mutation', 'polymorphism', 'snps', 'variation']",Julia,2023
222,brentp/bigly,43,"['bioinformatics', 'genomics']",Go,2020
325,covid19kg/covid19kg,43,"['bioinformatics', 'coronavirus-analysis', 'covid-19', 'covid19-data', 'knowledge-graph', 'networks-biology']",Python,2021
540,LottePronk/whokaryote,43,"['bioinformatics', 'metagenomics', 'taxonomy']",Python,2023
539,jermp/lphash,43,"['bioinformatics', 'hashing', 'k-mers', 'locality-preserving', 'minimal-perfect-hash']",C++,2023
541,esteinig/sketchy,43,"['bacterial-genomes', 'bioinformatics', 'finch', 'genomic-neighbor-typing', 'mash', 'minhash', 'nanopore', 'rust-lang']",Rust,2023
326,pyladies-brazil/grupo-estudo-bioinformatica,42,"['bioinformatics', 'bioinformatics-analysis', 'bioinformatics-pipeline', 'biopython', 'estudo', 'rosalind']",Jupyter Notebook,2021
542,RajLabMSSM/echolocatoR,42,"['bioinformatics', 'colocalization', 'echoverse', 'finemap', 'gwas', 'linkage-disequilibrium', 'qtl', 'variant-annotation']",R,2023
223,jgreener64/pdb-benchmarks,42,"['benchmarks', 'bioinformatics', 'comparison', 'mmcif', 'mmtf', 'pdb', 'pdb-files', 'structural-bioinformatics']",Python,2020
224,epruesse/SINA,41,"['16s', 'alignment', 'bioinformatics', 'rrna', 'sequence', 'silva']",C++,2020
16,gabyx/WormAnalysis,41,"['bioinformatics', 'engineering', 'ipython', 'mechanical', 'python', 'worms']",Jupyter Notebook,2017
412,liaochenlanruo/pgcgap,41,"['bioinformatics', 'ngs']",Perl,2022
18,slowkow/picardmetrics,40,"['bam-files', 'bioinformatics', 'picard', 'quality-control', 'rna-seq']",Shell,2017
226,Cinofix/Afternotes,40,"['artificial-intelligence', 'bioinformatics', 'cloud-computing', 'latex', 'notes']",TeX,2020
17,best-practices-in-bioinformatics/basic,40,"['bioinformatics', 'ngs', 'sequencing']",HTML,2017
225,ismms-himc/clustergrammer2-notebooks,40,"['binder', 'binder-ready', 'bioinformatics', 'jupyter', 'notebook', 'scrna-seq']",Jupyter Notebook,2020
227,imminfo/tcr,40,"['bioinformatics', 'bioinformatics-analysis', 'data-analysis', 'ig', 'ig-repertoire', 'immunoinformatics', 'immunology', 'tcr', 'tcr-repertoire']",R,2020
327,lh3/partig,40,"['bioinformatics', 'sequence-assembly']",C,2021
328,grimmlab/BookChapter-RNA-Seq-Analyses,40,"['bioinformatics', 'differential-expression', 'pipeline', 'rnaseq-analysis']",Shell,2021
414,aryeelab/hichipper,40,"['bioinformatics', 'chromatin-interaction', 'epigenetics', 'hichip']",HTML,2022
413,jasdumas/shinyGEO,40,"['bioinformatics', 'data-visualization', 'gene-expression', 'r', 'shiny']",CSS,2022
416,HadrienG/taxadb,39,"['bioinformatics', 'database', 'ncbi', 'ncbi-taxonomy', 'python', 'taxonomy']",Python,2022
63,antigenomics/vdjmatch,39,"['antigen', 'bioinformatics', 'rep-seq', 't-cell', 'vdjdb']",Groovy,2018
130,lh3/bioseq-js,39,"['bioinformatics', 'sequence-alignment']",HTML,2019
131,lvulliard/BioCircos.R,39,"['biocircos', 'bioinformatics', 'circos', 'circos-graphs', 'htmlwidgets', 'shiny']",JavaScript,2019
415,BioinformaticsToolsmith/MeShClust,39,"['bioinformatics', 'clustering', 'sequence-clustering']",C++,2022
417,VascoElbrecht/JAMP,38,"['bioinformatics', 'metabarcoding']",R,2022
329,ycl6/16S-rDNA-V3-V4,38,"['16s', 'bioinformatics', 'dada2', 'illumina', 'lefse', 'microbiome', 'microbiota', 'phyloseq', 'picrust2']",R,2021
543,moshi4/MGCplotter,38,"['bioinformatics', 'circos', 'comparative-analysis', 'comparative-genomics', 'genomics', 'genomics-visualization', 'microbial-genomics', 'molecular-evolution', 'python', 'visualization']",Python,2023
544,KatrionaGoldmann/volcano3D,38,"['bioinformatics', 'cran', 'differential-expression', 'differential-expression-analysis', 'gene-expression', 'interactive', 'omics', 'package', 'plotly', 'rna-seq', 'transcriptomics', 'volcanoplots']",HTML,2023
545,rafsanlab/ScrapPaper,38,"['bioinformatics', 'googlescholar', 'literature-mining', 'pubmed', 'webscraper', 'webscraping']",Python,2023
420,dieterich-lab/DCC,37,"['bioinformatics', 'circular-rna', 'computational-biology', 'dcc', 'python']",Python,2022
546,Benjamin-Lee/CodonAdaptationIndex,37,"['bioinformatics', 'codons', 'genetics']",Jupyter Notebook,2023
421,MHH-RCUG/Wochenende,37,"['alignment', 'bioinformatics', 'conda-environment', 'genomics', 'metagenomics', 'nanopore', 'pipeline', 'slurm']",Python,2022
547,greenelab/RNAseq_titration_results,37,"['analysis', 'bioinformatics', 'cancer', 'gene-expression', 'machine-learning', 'microarray', 'normalization', 'rnaseq', 'supplement']",HTML,2023
419,GATB/MindTheGap,37,"['bioinformatics', 'debruijn-graph', 'gatb', 'genomics', 'structural-variants']",C++,2022
19,OpenGene/ctdna-pipeline,37,"['bioinformatics', 'ctdna', 'liquid-biopsy', 'ngs', 'pipeline']",Shell,2017
132,solgenomics/SNPbinner,37,"['analysis', 'bioinformatics', 'genotype', 'hmm', 'recombination', 'snp', 'snp-data']",Python,2019
64,bionode/bionode-watermill,37,"['bioinformatics', 'bionode', 'nodejs', 'pipeline', 'tool']",JavaScript,2018
418,cggh/panoptes,37,"['analytics', 'bioinformatics', 'data-science', 'genome']",JavaScript,2022
548,usnistgov/lantern,36,"['bioinformatics', 'computational-biology', 'machine-learning', 'protein-engineering', 'synthetic-biology']",Python,2023
550,dohlee/chromoformer,36,"['artificial-intelligence', 'bioinformatics', 'deep-learning', 'epigenomics', 'gene-expression', 'genomics', 'histone-modifications', 'transcriptomics', 'transformer']",Python,2023
65,ucdavis-bioinformatics-training/2017_2018-single-cell-RNA-sequencing-Workshop-UCD_UCB_UCSF,36,"['bioinformatics', 'scrna', 'workshop-materials']",HTML,2018
549,aquaskyline/SOAPdenovo-Trans,36,"['assembler', 'bioinformatics', 'computational-biology', 'soapdenovo']",C,2023
422,sbg/sevenbridges-r,36,"['api-client', 'bioconductor', 'bioinformatics', 'cloud', 'common-workflow-language', 'sevenbridges']",R,2022
228,metasoarous/tripl,35,"['bioinformatics', 'datascript', 'datomic', 'eav', 'graph-data', 'json-data', 'rdf']",Python,2020
554,zhanglab/psamm,35,"['bioinformatics', 'metabolic-models', 'metabolic-network', 'python']",Python,2023
553,moshi4/CafePlotter,35,"['bioinformatics', 'evolution', 'matplotlib', 'molecular-evolution', 'phylogenetic-trees', 'phylogenetics', 'phylogenomics', 'python']",Python,2023
552,broadinstitute/adapt,35,"['bioinformatics', 'diagnostics', 'dna', 'genomics', 'science', 'viral']",Python,2023
551,aquaskyline/Skyhawk,35,"['bioinformatics', 'computational-biology', 'deep-learning', 'precision-medicine']",Python,2023
133,biocoder/Perl-for-Bioinformatics,35,"['bioinformatics', 'lncrna', 'mirna', 'ncrna', 'perl', 'pipeline']",Python,2019
423,AnimalGenomicsETH/bovine-graphs,35,"['bioinformatics', 'genomics', 'graphs', 'pangenome', 'transcriptomic']",Python,2022
229,zhouzilu/DENDRO,35,"['bioinformatics', 'computational-biology', 'single-cell', 'statistics', 'tumor-heterogeneity']",R,2020
424,urmi-21/MetaOmGraph,34,"['big-data-visualization', 'bioinformatics', 'cancer-data', 'exploratory-data-analysis', 'mog', 'rna-seq', 'transcriptomics']",Java,2022
557,jostorge/diffusion-hopping,34,"['bioinformatics', 'deep-learning', 'drug-design', 'drug-discovery', 'geometric-deep-learning', 'gnn', 'pytorch']",Python,2023
134,tseemann/phastaf,34,"['bacteria', 'bioinformatics', 'genomics', 'phage']",Perl,2019
555,bcgsc/transabyss,34,"['bioinformatics', 'rna-seq', 'transcriptome', 'transcriptome-assembly']",Python,2023
230,zch42/BiFusion,34,"['bioinformatics', 'drug-repurposing', 'graph-neural-networks', 'link-prediction', 'pytorch']",Python,2020
331,ctSkennerton/crass,34,"['bioinformatics', 'crispr']",C++,2021
330,seandavi/wdlRunR,34,"['archived', 'bioconductor', 'bioinformatics', 'cromwell', 'genomics', 'r', 'rstats', 'server', 'workflow']",R,2021
556,JieZheng-ShanghaiTech/KG4SL,34,"['ai4science', 'bioinformatics', 'cancer', 'data-science', 'drug-discovery', 'machine-learning']",Python,2023
66,nextflow-io/nf-hack17-tutorial,33,"['bioinformatics', 'docker', 'genomics', 'nextflow', 'singularity', 'tutorial']",Nextflow,2018
136,jason-weirather/hla-polysolver,33,"['bioinformatics', 'hla', 'mhc', 'polysolver']",Perl,2019
67,IbrahimTanyalcin/LEXICON,33,"['bioinformatics', 'biology', 'chart', 'chart-component', 'charting-library', 'component', 'computational-biology', 'd3', 'd3-lexicon', 'dashboard', 'es5', 'interactive', 'javascript', 'lexicon', 'visualization']",JavaScript,2018
135,datquocnguyen/BioPosDep,33,"['bioinformatics', 'biomedical-text-mining', 'bionlp', 'dependency-parsing', 'pos-tagging', 'segmenter', 'tokenizer']",Python,2019
558,kloetzl/biozsh,33,"['bioinformatics', 'zsh']",Shell,2023
559,lh3/calN50,33,"['bioinformatics', 'genomics']",JavaScript,2023
20,raymonwu/Managing_Your_Biological_Data_with_Python_3,33,"['bioinformatics', 'biological-data', 'python']",Jupyter Notebook,2017
231,orangeSi/GSSplayground,33,"['bam', 'bioinformatics', 'comparative-genomics', 'crosslink', 'depth', 'genecluster', 'genome-viewer', 'genomes', 'igv-like', 'indel', 'long-reads', 'read-mapping', 'snp', 'structure-variation', 'sv', 'svg', 'synteny', 'transcriptomics', 'vcf', 'visualization']",HTML,2020
232,nasqar/seuratv3wizard,32,"['bioinformatics', 'r', 'seurat', 'shiny', 'shiny-apps', 'single-cell', 'single-cell-analysis', 'single-cell-genomics', 'single-cell-rna-seq', 'visualization', 'webapp']",R,2020
137,ronakvijay/Protein_Sequence_Classification,32,"['bioinformatics', 'deep-learning', 'machine-learning', 'multiclass-classification', 'protein-sequences']",Jupyter Notebook,2019
425,ENCODE-DCC/wgbs-pipeline,32,"['bioinformatics', 'methylation', 'ngs', 'pipeline', 'wgbs']",Python,2022
332,Tsedao/MultiRM,32,"['attention-model', 'bioinformatics', 'pytorch']",Jupyter Notebook,2021
70,epigen/crop-seq,32,"['bioinformatics', 'crispr', 'crispr-analysis', 'single-cell']",Python,2018
69,BioJulia/BioCore.jl,32,"['bioinformatics', 'biology', 'io']",Julia,2018
233,nasqar/NASQAR,32,"['bioinformatics', 'bioinformatics-analysis', 'deseq2', 'docker', 'nasqar', 'rna-seq', 'seurat', 'shiny-apps', 'single-cell', 'web-application']",HTML,2020
21,labsquare/CuteVCF,32,"['bioinformatics', 'genomics', 'gui', 'qt5', 'variants', 'vcf']",C++,2017
426,stracquadaniolab/pygna,32,"['bioinformatics', 'biostatistics', 'enrichment-analysis', 'network-biology', 'networkx', 'pygna']",Python,2022
68,bioconnector/workshops,32,"['bioinformatics', 'tutorial', 'workshops']",R,2018
234,DTUComputeStatisticsAndDataAnalysis/MBPLS,32,"['bioinformatics', 'chemometrics', 'data-fusion', 'data-integration', 'data-science', 'machine-learning', 'metabolomics', 'multivariate-analysis', 'multivariate-statistics', 'pattern-recognition', 'subspace-learning', 'supervised-learning']",Python,2020
138,TheJacksonLaboratory/JAXBD2K-ShortCourse,32,"['bioinformatics', 'education']",Shell,2019
333,biosustain/croissance,31,"['bioinformatics', 'biology', 'curve-fitting', 'growth-curves']",Python,2021
71,Bohdan-Khomtchouk/fastheatmap,31,"['bioinformatics', 'computational-biology', 'high-performance-computing', 'interactive-biological-heatmaps', 'javascript', 'plotly']",JavaScript,2018
428,amnh/PCG,31,"['bioinformatics', 'comparative-genomics', 'comparative-linguistics', 'graph-algorithms', 'haskell', 'phylogenetic-networks', 'phylogenetics', 'string-alignment']",Haskell,2022
72,biocore-ntnu/epic,31,"['bioinformatics', 'chip-seq', 'chip-seq-callers', 'peak-caller', 'sicer', 'sicer-algorithm']",Python,2018
235,lh3/klib.nim,31,['bioinformatics'],Nim,2020
427,Electrostatics/electrostatics.github.io,31,"['bioinformatics', 'biophysics', 'chemistry', 'hacktoberfest']",Python,2022
139,saketkc/rna-seq-snakemake,31,"['bioinformatics', 'pipeline', 'rna-seq-analysis', 'rna-seq-snakemake', 'snakemake']",R,2019
22,jimmyyhwu/deepsea,30,"['bioinformatics', 'computational-biology', 'deep-learning', 'deepsea', 'tensorflow']",Jupyter Notebook,2017
74,otiai10/hotsub,30,"['aws', 'batch-job', 'bioinformatics', 'cwl', 'cwl-workflow', 'docker', 'docker-machine', 'etl-framework', 'gcp', 'wdl', 'wdl-workflow', 'workflow', 'workflow-engine']",Go,2018
141,JackieMium/my_blog,30,"['bioinformatics', 'blog', 'blogs', 'debian', 'linux', 'postgresql', 'r']",R,2019
431,sanger-pathogens/mlst_check,30,"['bioinformatics', 'bioinformatics-pipeline', 'genomics', 'global-health', 'infectious-diseases', 'next-generation-sequencing', 'pathogen', 'research', 'sequencing']",Perl,2022
140,menghaowei/ngstools,30,"['bioinformatics', 'next-generation-sequencing', 'python', 'r']",Python,2019
432,philippmuench/dna_lstm,30,"['bioinformatics', 'lstm', 'rnn']",Python,2022
433,mbhall88/pafpy,30,"['alignment', 'bioinformatics', 'library', 'minimap2', 'paf', 'pairwise-mapping-format', 'python']",Python,2022
73,slowkow/proxysnps,30,"['bioinformatics', 'linkage-disequilibrium', 'rstats', 'snps', 'statistics']",R,2018
334,SamStudio8/gretel,30,"['bioinformatics', 'haplotypes', 'metagenomes']",Python,2021
435,JTFouquier/ghost-tree,30,"['bioinformatics', 'diversity', 'fungal', 'fungi', 'microbial-ecology', 'microbiology', 'microbiome', 'phylogenetic-trees', 'phylogenetics', 'python', 'python3']",Python,2022
434,multimeric/vue-cwl,30,['bioinformatics'],Vue,2022
429,n-szulc/fingeRNAt,30,"['bioinformatics', 'bioinformatics-tool', 'dna', 'drug-target-interactions', 'interactions', 'ligand-complex', 'ligand-receptor-interaction', 'ligand-target', 'molecular-interactions', 'nucleic-acids', 'rna', 'rna-ligand-complexes', 'scientific-computing', 'structural-bioinformatics', 'structural-interaction-fingerprint']",Python,2022
430,dmnfarrell/smallrnaseq,30,"['bioinformatics', 'genomics', 'mirna', 'python', 'rna-seq', 'sequencing', 'smallrna']",Python,2022
335,alyosama/virnet,30,"['bioinformatics', 'deep-learning', 'keras', 'lstm', 'metagenomics', 'python']",Jupyter Notebook,2021
338,naturalis/wgs2ncbi,29,"['bioinformatics', 'dataset', 'genome-annotation', 'genomics']",Perl,2021
23,Oshlack/splatter-paper,29,"['bioinformatics', 'paper', 'r', 'rna-seq', 'science', 'simulation', 'single-cell', 'single-cell-rna-seq']",R,2017
337,SunXQlab/scMLnet,29,"['bioinformatics', 'cell-cell-communication', 'gene-regulation', 'single-cell-rna-seq']",R,2021
75,wtsi-hpag/scanPAV,29,"['bioinformatics', 'bioinformatics-pipeline', 'fasta', 'genome-alignment', 'genome-mapping', 'genomes-comparison', 'genomics', 'pav-sequences', 'pipeline', 'smalt', 'structurevariation']",C,2018
237,amberbiology/py4lifesci,29,"['bioinformatics', 'book', 'computational-biology', 'life-sciences', 'next-generation-sequencing', 'python', 'systems-biology']",Python,2020
339,rvinas/adversarial-gene-expression,29,"['adversarial-machine-learning', 'adversarial-networks', 'bioinformatics', 'e-coli', 'gan', 'gene-expression', 'gene-regulatory-network', 'generative-adversarial-network', 'keras', 'machine-learning', 'tensorflow']",Jupyter Notebook,2021
76,SeqWare/seqware,29,"['bioinformatics', 'java', 'ngs']",Java,2018
77,sanger-pathogens/gff3toembl,29,"['bioinformatics', 'bioinformatics-pipeline', 'genomics', 'global-health', 'infectious-diseases', 'next-generation-sequencing', 'pathogen', 'research', 'sequencing']",Python,2018
336,fritzsedlazeck/SVCollector,29,"['bioinformatics', 'long-reads', 'ngs', 'ngstools', 'structural-variation', 'vcf']",C++,2021
436,sujunhao/RENET2,29,"['bioinformatics', 'deep-learning', 'gene-disease-associations', 'relation-extraction']",Jupyter Notebook,2022
437,albertozeni/LOGAN,29,"['bioinformatics', 'cuda', 'genomics', 'gpu', 'hpc']",Cuda,2022
236,sanger-pathogens/plasmidtron,29,"['bioinformatics', 'bioinformatics-pipeline', 'genomics', 'global-health', 'infectious-diseases', 'next-generation-sequencing', 'pathogen', 'research', 'sequencing']",Python,2020
340,ikmckenz/target-pred-py,28,"['bioinformatics', 'hacktoberfest', 'machine-learning', 'medical', 'medicine', 'neural-network', 'pharmacology', 'pharmacy', 'random-forest-classifier']",Python,2021
342,gao-lab/CPC2_standalone,28,"['bioinformatics', 'cpc2', 'lncrna', 'long-non-coding', 'noncoding']",Python,2021
341,MRCIEU/epigraphdb,28,"['api', 'big-data', 'bioinformatics', 'data-mining', 'graph-database', 'natural-language-processing']",Jupyter Notebook,2021
142,rasbt/Hbind,28,"['bioinformatics', 'computational-biology', 'data-science', 'hydrogen-bonds', 'protein-ligand-interfaces']",C,2019
238,divyanshu-talwar/AutoImpute,28,"['autoencoder', 'autoimpute', 'bioinformatics', 'collaborative-filtering', 'machine-learning', 'recommender-systems', 'rna-seq', 'single-cell']",Python,2020
143,antigenomics/vdjviz,27,"['bioinformatics', 'browser', 'immunology', 'rep-seq', 'web']",JavaScript,2019
239,ryought/mummer-idotplot,27,"['bioinformatics', 'dotplot', 'genome-alignment', 'mummer', 'visualization']",Python,2020
240,dib-lab/elvers,27,"['bioinformatics', 'rnaseq-analysis', 'transcriptomics']",Python,2020
438,raivivek/til,27,"['algorithm', 'algorithms', 'bioinformatics', 'biology', 'python', 'til', 'unix', 'zen-lessons']",Python,2022
439,HelikarLab/candis,27,"['bioinformatics', 'data-mining', 'flask', 'machine-learning', 'python', 'r', 'react', 'redux', 'weka']",JavaScript,2022
343,comidan/Computer-Science-Engineering,27,"['artificial-intelligence', 'automation', 'bioinformatics', 'compilers', 'computer-architecture', 'computer-science-engineering', 'cybersecurity', 'databases', 'electronics', 'engineering', 'logic-circuit', 'machine-learning', 'mathematics', 'networks', 'operating-system', 'physics', 'probability-statistics', 'robotics', 'telecomunications']",HTML,2021
344,fjossinet/RNA-Science-Toolbox,27,"['bioinformatics', 'python', 'rna', 'rna-structure']",Jupyter Notebook,2021
345,joachimwolff/scHiCExplorer,27,"['bioinformatics', 'hi-c', 'single-cell']",Python,2021
346,claczny/VizBin,27,"['binning', 'bioinformatics', 'java', 'machine-learning', 'metagenomics', 'visualisation']",Java,2021
144,szymonzaczek/MDMS,26,"['bioinformatics', 'computational-chemistry', 'interface', 'molecular-dynamics', 'python']",Python,2019
347,lh3/fermi2,26,"['bioinformatics', 'denovo-assembly', 'genomics']",C,2021
78,cbg-ethz/haploclique,26,"['bioinformatics', 'c-plus-plus', 'haplotypes', 'quasispecies']",C++,2018
80,kundajelab/genomedisco,26,"['3c', '3d-genome', 'bioinformatics', 'bioinformatics-pipeline', 'capture-c', 'contact-matrix', 'hi-c', 'hic']",Jupyter Notebook,2018
440,Phillip-a-richmond/GenomeAnalysisModule,26,"['bc-children-hospital', 'bcchr', 'bioinformatics', 'bwamem', 'dna-seq', 'dnaseq', 'evidence2innovation', 'genetic', 'genetic-counselling', 'genome', 'genomics', 'richmond', 'short-read', 'ubc', 'vancouver', 'workshop']",HTML,2022
441,benedekrozemberczki/OrbitalFeatures,26,"['bioinformatics', 'centrality', 'clustering-coefficient', 'complex-networks', 'data-science', 'deepwalk', 'feature-extraction', 'graph-classification', 'graph-enumeration', 'graphlet', 'machine-learning', 'motif', 'network-science', 'node-classification', 'node-embedding', 'node2vec', 'orbit', 'research', 'role2vec', 'sklearn']",Python,2022
79,slowkow/CENTIPEDE.tutorial,26,"['bioinformatics', 'dnase-seq', 'enrichment', 'rstats', 'transcription-factors', 'tutorial']",R,2018
241,bionitio-team/bionitio-python,26,"['best-practices', 'bioinformatics']",Python,2020
442,czbiohub-sf/sc2-illumina-pipeline,25,"['bioinformatics', 'covid-19', 'covid19', 'covid19-sequencing', 'msspe', 'nextflow', 'pipeline']",Nextflow,2022
444,informationsea/vcf-rs,25,"['bioinformatics', 'parser', 'rust']",Rust,2022
